,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,bus_id
all,always fast 1,pizza always made 1,order online worked 1,order online worked flaws 1,order online worked flaws pizza 1,order pizza 1,order pizza try 1,order pizza try something 1,order pizza try something different 1,ordering edmonton 1,perfect best 1,perfect best customer 1,perfect best customer service 1,perfect best customer service refuse 1,pizza always 1,pizza always made perfect 1,order late night order delivery 1,pizza always made perfect best 1,pizza arrived 1,pizza arrived quickly 1,pizza arrived quickly choose 1,RRYdmGGWrmaKsJy3_gW1VQ
all,smoked meat 7,montreal smoked meat 3,montreal smoked 3,house made 3,smoked meat sandwich 3,meat sandwich 3,fried bologna 2,little shop 2,sandwiches great 2,sandwich shop 2,love sandwiches 2,highly recommend 2,love love 2,made mustard 2,high quality 2,mustard sauerkraut 2,made mustard sauerkraut 2,house made mustard sauerkraut 2,house made mustard 2,everything menu 2,place fantastic almost everything menu 1,k0nkc1HOmRZPJvcpPK-hZw
all,absolute favourite 1,order precision 1,room never 1,precision food never stale dining 1,precision food never stale 1,precision food never 1,precision food 1,order precision food never stale 1,order precision food never 1,order precision food 1,never wait long staff always 1,room never mess garbages 1,never wait long staff 1,never wait long 1,never wait 1,never stale dining room never 1,never stale dining room 1,never stale dining 1,never stale 1,never overflow 1,room never mess 1,lwu4nnC-UTge5FekQqAAMQ
all,egg skillets 2,always order 1,people wait service 1,onions covered 1,onions covered hollandaise 1,onions covered hollandaise sauce 1,onions covered hollandaise sauce doe 1,order smoked 1,order smoked salmon 1,order smoked salmon eggs 1,order smoked salmon eggs soft 1,people wait 1,people wait service amazingly 1,new item egg skillets chorizo 1,people wait service amazingly fast 1,place never 1,place never disappoints 1,place never disappoints benny 1,place never disappoints benny always 1,pretty busy 1,pretty busy sunday 1,3GEIeat62_83HLTxleoWxA
all,butternut tree 12,tasting menu 8,chef downey 4,date night 3,dining experience 3,every dish 3,high level 3,river valley 3,go back 3,fine dining 2,cereal grains 2,back dinner 2,unique ingredients 2,last night 2,fine dining experience 2,also well 2,local fresh 2,several times since 2,level bridge 2,birthday dinner 2,extremely well 2,dFTaHC6bn2mdYdGLUkdq1g
all,actually delivered 1,promptly called 1,manager actually 1,manager actually delivered 1,manager actually delivered us 1,manager actually delivered us kind 1,nice touch 1,perfect warm 1,perfect warm manager 1,perfect warm manager actually 1,perfect warm manager actually delivered 1,pizza finished 1,pizza finished heading 1,pizza finished heading arrived 1,pizza finished heading arrived nice 1,promptly called us 1,actually delivered us 1,promptly called us pizza 1,promptly called us pizza finished 1,us kind 1,us kind delivered 1,F6-Fxi9OD7qla092Ux4D3A
all,kb co 13,plant based 12,coconut blt 7,avocado toast 5,staff super 4,super friendly 3,back try 3,nanaimo bar 3,go back 3,chipotle taco 3,taco salad 3,quality food 3,little bit 2,berry avocado toast 2,wait go back try 2,balsamic berry avocado toast 2,balsamic berry avocado 2,place plant 2,balsamic berry 2,wait go back 2,wait go 2,RFTz_DEyA1PZANcF1rQYPg
all,one best 3,tried three 2,one best ever 2,latte iced 2,back try 2,best ever 2,caffe sole 2,chipotle sauce 2,place amazing selection drinks 1,place cozy owners sweet 1,place cozy owners 1,place cozy 1,place amazing selection drinks including 1,able head 1,place amazing selection 1,place amazing 1,personal favourite ended brownie three 1,personal favourite ended brownie 1,personal favourite ended 1,personal favourite 1,perfect sandwich tried three drinks 1,1KhFin3FDeR7auf39WBUiw
all,home style 2,every time 2,donair poutine 2,good selection 2,friendly staff 2,able check 1,plant face food taste 1,pop let tell 1,pop let 1,poor veggie collection small price 1,poor veggie collection small 1,poor veggie collection 1,poor veggie 1,plant face food taste smother 1,plant face food 1,pop let tell meat bit 1,plant face 1,place shot waited car husband 1,place shot waited car 1,place shot waited 1,place shot 1,Q0V9myIhvsXeurSpe1vjSw
all,chicken shawarma 2,able move 1,pizza dessert worth visiting edmonton 1,place awesome food great 1,place awesome food 1,place awesome 1,pizza melted mouth may visit 1,pizza melted mouth may 1,pizza melted mouth 1,pizza melted 1,pizza dessert worth visiting 1,needed get back friend place 1,pizza dessert worth 1,pizza dessert 1,one time leave 1,one time 1,nice location used lebanese food 1,nice location used lebanese 1,nice location used 1,place awesome food great service 1,place dine 1,kLK12v02jC6CD0eA9vSNGQ
all,pizza crusts 3,olive oil 1,pasta olive oil 1,pasta olive oil sauces 1,pasta olive oil sauces deli 1,pastas sauces 1,pastas sauces jams 1,pastas sauces jams teas 1,pastas sauces jams teas arborio 1,pastries less 1,pastries less grocery 1,pastries less grocery prices 1,pastries less grocery prices also 1,pastries understand 1,pastries understand however 1,pastries understand however favorite 1,pastries understand however favorite one 1,pasta olive 1,absolutely delicious 1,open new location 1,one item 1,IbtffLhZBpxs_loL4tzzuA
all,peanut butter 2,morning tea back home great 1,par also service fast friendly 1,par also service fast 1,par also service 1,par also 1,ok little expected fresh worth 1,ok little expected fresh 1,ok little expected 1,ok little 1,obsessed friends things life joyous 1,obsessed friends things life 1,obsessed friends things 1,across way 1,oatmeal cookies par also service 1,oatmeal cookies par also 1,oatmeal cookies par 1,oatmeal cookies 1,oatmeal chocolate chuck wife walked 1,oatmeal chocolate chuck wife 1,oatmeal chocolate chuck 1,N6tFfU1jGAy4AqO3FD174w
all,back going 1,polite super helpful 1,polite super helpful thanks lauren 1,pretty sure 1,pretty sure got 1,pretty sure got well 1,pretty sure got well deserved 1,recommendation bacon 1,recommendation bacon mushroom 1,recommendation bacon mushroom swiss 1,recommendation bacon mushroom swiss burger 1,register polite 1,register polite super 1,register polite super helpful 1,register polite super helpful thanks 1,staff tasty 1,staff tasty burger 1,super helpful 1,super helpful thanks 1,polite super helpful thanks 1,polite super 1,a4zQZQ3Wyez3YMyjWH9sYQ
all,chow mein 2,sweet corn 2,wait come 2,wait come back 2,come back 2,protein finish regular 1,protein finish regular manchow 1,regular manchow soup 1,regular manchow 1,reasonable prices lunch combo lot 1,prices lunch combo lot 1,prices lunch combo lot bang 1,reasonable prices lunch combo 1,reasonable prices lunch 1,reasonable prices 1,really good hakka food reasonable 1,really good hakka food 1,really good hakka 1,regular manchow soup fills 1,protein finish 1,really good 1,4mKCrzfkPBTwsqbr1csgHg
all,great food 3,would recommend 3,short rib 2,amazing great 2,saturday night 2,pizza get 2,salsa verde 2,best city 2,come back 2,nice staff 2,great experience 2,place eat tho like want 1,pizzeria wine bar best dishes 1,place eat 1,place eat tho 1,place eat tho like 1,able pronounce 1,place fabulous 1,place fabulous customer 1,place fabulous customer service 1,pizzeria wine bar 1,uIqydNv69Ug_m8LF3zaTuw
all,fresh fish 4,fish seafood 3,ocean odyssey 3,fish like 3,grocery store 3,fresh fish like 2,black cod 2,probably best 2,display case 2,check place 2,quality seafood 2,every kind 2,helpful friendly 2,fresh icelandic 2,red fish 2,prices reasonable 2,products large variety different fish 1,products large variety different 1,products large variety 1,products large 1,probably best selection salmon city 1,EhydO1hTIRz7lqoTzsVzcg
all,craft beer 3,elite event 2,friendly quick 2,top notch 2,highly recommend 2,definitely back 2,good selection 2,food top notch 2,great food 2,passionate local 2,duck poutine 2,great place 2,food top 2,proficient prompt always 1,poutine great believe packed time 1,poutine great believe 1,poutine great 1,poutine appetizers 1,pork burgers french fries items 1,pork burgers french fries 1,pork burgers french 1,Jf0tFhcFPVCLQX74YzzuIw
all,fresh sandwiches 2,lunch go 2,sandwiches soups 2,packaged sandwiches soups 1,packaged sandwiches soups made 1,packaged sandwiches soups made packaged 1,part edmonton 1,part edmonton know 1,part edmonton know hard 1,part edmonton know hard find 1,pick lunch 1,pick lunch items 1,place also offer delivery 1,pick lunch items handmade 1,pick lunch items handmade packaged 1,pictures turkey 1,pictures turkey sandwich 1,pictures turkey sandwich cheese 1,pictures turkey sandwich cheese bun 1,place also 1,packaged sandwiches 1,0UHIyeodBEMYV0-JmRiVLw
all,cream cheese 6,bagel bar 5,sea salt 4,fave rosemary sea salt 2,go wrong 2,rosemary sea 2,rosemary sea salt 2,love bagels 2,pizza bialy 2,delivery fee 2,soft chewy 2,assorted packs 2,cream cheeses 2,fave rosemary sea 2,fave rosemary 2,order online 2,really go wrong 2,really go 2,frozen packs 2,overall bagels understandably 1,packs also tried good minute 1,2ZJodSYYZ40ACnMiDd96Ig
all,centre mall 3,city centre 3,city centre mall 3,great value 2,food quick 2,great food 2,crinkle cut 2,work mall 2,food court 2,eat want 2,fast food 2,price tons menu options every 1,potatoes caesar salad sides know 1,price tons menu options 1,prices favourite 1,price tons menu 1,price tons 1,prices favourite place 1,absolutely delicious 1,potatoes caesar 1,potatoes caesar salad sides 1,pU7kdJq5_K5y5l3NYkHGmg
all,next time 3,frozen pizza dough 2,pain aux raisin 2,tomato kalamato olives 2,pizza dough 2,bread fresh 2,kalamato olives 2,grain bread 2,dried tomato kalamato olives 2,dried tomato kalamato 2,whole grain 2,whole grain bread 2,dried tomato 2,pain pailasson 2,aux raisin 2,tomato kalamato 2,pain aux 2,sun dried tomato kalamato olives 2,frozen pizza 2,friendly efficient 2,sun dried 2,BDIY1iOfqFU-SG_40m4oXA
all,grick middle 8,chief beef 6,different sandwiches 4,limited seating 3,staff friendly 3,get busy 2,huge fan 2,potato chips 2,highly recommend 2,grick middle amazing 2,puff tart 2,roast beef 2,sandwiches far 2,visit eat 2,would check 2,middle amazing 2,super fresh 2,go back 2,breakfast sandwich 2,horseradish aioli 2,farrow even 2,Ki-RQ-Q7dL6MScuUCCz5qw
all,mother day 2,affordably priced 1,plants flowers also 1,planters mother day 1,planters mother day plants 1,planters mother day plants moss 1,plants displays 1,plants displays variety 1,plants displays variety crazy 1,plants displays variety crazy big 1,plants excited 1,plants excited see 1,plants excited see fruit 1,plants excited see fruit going 1,plants flowers 1,plants flowers also purchase 1,plant fertilizer best suited plant 1,plants flowers also purchase fresh 1,plants hearty 1,plants hearty especially 1,plants hearty especially mother 1,Ru4HfeDq1rnSBBCzO3nLIw
all,banana chocolate 1,make happy 1,neat clean 1,mile make happy drive thru 1,mile make happy drive 1,mile make happy 1,mile make 1,make happy drive thru girl 1,make happy drive thru 1,make happy drive 1,made blizzard strawberry brownie banana 1,neat clean location nice 1,made blizzard strawberry brownie 1,made blizzard strawberry 1,made blizzard 1,location nice staff go extra 1,location nice staff go 1,location nice staff 1,location nice 1,happy drive thru girl fast 1,neat clean location 1,gsqBMD2qbNIiE5ETCL2Lmw
all,grick middle 10,chief beef 7,best sandwiches 7,sandwich shop 7,breakfast sandwich 5,roast beef 5,picnic tables 5,tomato jam 4,tables outside 4,beef sandwich 4,carrot cake 4,sandwiches always 4,pour coffee 4,rotating sandwiches 4,best sandwich 4,chief beef roast 3,chief beef roast beef 3,one best 3,menu changes 3,red onions 3,sandwich one 3,qIXKDEIC4jURpJYDUZtyew
all,japanese food 5,miso soup 5,looked like 4,ice cream 4,time go 4,japanese restaurants 4,really fresh 4,salmon sashimi 3,japanese restaurant 3,good sushi 3,pretty good 3,always get 3,always fresh 3,enough make 3,generous portion 3,sushi rolls 3,best place 3,next time 3,place popular 3,best japanese food 3,best japanese 3,zH2p7tus0482nUMKZ2Bg3w
all,grilled pineapple 11,salad bar 9,cuts meat 6,garlic steak 5,different cuts 4,leg lamb 3,river valley 3,pleasantly surprised 3,selection meats 3,really good 3,chicken drumsticks 3,different cuts meat 3,per person 3,brazilian bbq 3,chicken hearts 3,meat try 2,beef cuts 2,pineapple must 2,rumpsteak garlic 2,striploin steak 2,creme brulee 2,vEoIs3OnOiPuhgeMQdjDtw
all,tucked away 2,excellent coffee 2,cafe rista 2,pick even 2,ordered turkey swiss egg 1,patio ordered 1,peanut butter 1,pb mocha pecan flan need 1,pb mocha pecan flan 1,pb mocha pecan 1,pb mocha 1,ordered turkey 1,patio ordered different sandwiches glass 1,patio ordered different sandwiches 1,patio ordered different 1,path mean ruben sandwich marble 1,ordered turkey swiss egg salsa 1,ordered turkey swiss 1,peanut butter latte sandwiches 1,path mean ruben sandwich 1,path mean ruben 1,CBqvnpCA-8SWAr1-iGF0kA
all,amanda fantastic 1,staff friendly helpful 1,really fantastic staff 1,really fantastic staff friendly 1,really fantastic staff friendly helpful 1,snack really 1,snack really fantastic 1,snack really fantastic staff 1,snack really fantastic staff friendly 1,staff friendly 1,staff friendly helpful amanda 1,amanda fantastic customer 1,staff friendly helpful amanda fantastic 1,stopped work 1,stopped work quick 1,stopped work quick snack 1,stopped work quick snack really 1,work quick 1,work quick snack 1,work quick snack really 1,really fantastic 1,KY6iEd_Wl44VVG297I7xuA
